"TicketNumber","Summary","Status","Priority","ReportedBy","AssignedTo","ClosedAt","CreatedAt"
"TKT-4639","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2026-05-31T21:57:21Z"
"TKT-4640","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-05-31T23:42:21Z"
"TKT-4641","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-01T01:27:21Z"
"TKT-4642","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2025-07-02T03:57:21Z","2026-06-01T03:12:21Z"
"TKT-4643","Login page crashes on iOS 17","Open","Critical","Administrator","","","2026-06-01T04:57:21Z"
"TKT-4644","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-01T06:42:21Z"
"TKT-4645","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-01T08:27:21Z"
"TKT-4646","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2025-07-06T07:57:21Z","2026-06-01T10:12:21Z"
"TKT-4647","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-01T11:57:21Z"
"TKT-4648","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-01T13:42:21Z"
"TKT-4649","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-01T15:27:21Z"
"TKT-4650","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2025-07-10T11:57:21Z","2026-06-01T17:12:21Z"
"TKT-4651","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-01T18:57:21Z"
"TKT-4652","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2026-06-01T20:42:21Z"
"TKT-4653","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2026-06-01T22:27:21Z"
"TKT-4654","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2025-07-14T15:57:21Z","2026-06-02T00:12:21Z"
"TKT-4655","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2026-06-02T01:57:21Z"
"TKT-4656","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-02T03:42:21Z"
"TKT-4657","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-02T05:27:21Z"
"TKT-4658","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2025-07-18T19:57:21Z","2026-06-02T07:12:21Z"
"TKT-4659","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2026-06-02T08:57:21Z"
"TKT-4660","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-02T10:42:21Z"
"TKT-4661","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-02T12:27:21Z"
"TKT-4662","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2025-07-21T23:57:21Z","2026-06-02T14:12:21Z"
"TKT-4663","Login page crashes on Firefox","Open","Critical","Administrator","","","2026-06-02T15:57:21Z"
"TKT-4664","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-02T17:42:21Z"
"TKT-4665","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-02T19:27:21Z"
"TKT-4666","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2025-07-26T03:57:21Z","2026-06-02T21:12:21Z"
"TKT-4667","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-02T22:57:21Z"
"TKT-4668","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-03T00:42:21Z"
"TKT-4669","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-03T02:27:21Z"
"TKT-4670","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2025-07-30T07:57:21Z","2026-06-03T04:12:21Z"
"TKT-4671","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-03T05:57:21Z"
"TKT-4672","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2026-06-03T07:42:21Z"
"TKT-4673","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2026-06-03T09:27:21Z"
"TKT-4674","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2025-08-03T11:57:21Z","2026-06-03T11:12:21Z"
"TKT-4675","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2026-06-03T12:57:21Z"
"TKT-4676","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-03T14:42:21Z"
"TKT-4677","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-03T16:27:21Z"
"TKT-4678","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2025-08-07T15:57:21Z","2026-06-03T18:12:21Z"
"TKT-4679","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2026-06-03T19:57:21Z"
"TKT-4680","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-03T21:42:21Z"
"TKT-4681","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-03T23:27:21Z"
"TKT-4682","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2025-08-11T19:57:21Z","2026-06-04T01:12:21Z"
"TKT-4683","Login page crashes on iOS 17","Open","Critical","Administrator","","","2026-06-04T02:57:21Z"
"TKT-4684","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-04T04:42:21Z"
"TKT-4685","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-04T06:27:21Z"
"TKT-4686","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2025-08-14T23:57:21Z","2026-06-04T08:12:21Z"
"TKT-4687","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-04T09:57:21Z"
"TKT-4688","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-04T11:42:21Z"
"TKT-4689","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-04T13:27:21Z"
"TKT-4690","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2025-08-19T03:57:21Z","2026-06-04T15:12:21Z"
"TKT-4691","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-04T16:57:21Z"
"TKT-4692","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2026-06-04T18:42:21Z"
"TKT-4693","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2026-06-04T20:27:21Z"
"TKT-4694","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2025-08-23T07:57:21Z","2026-06-04T22:12:21Z"
"TKT-4695","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2026-06-04T23:57:21Z"
"TKT-4696","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-05T01:42:21Z"
"TKT-4697","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-05T03:27:21Z"
"TKT-4698","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2025-08-27T11:57:21Z","2026-06-05T05:12:21Z"
"TKT-4699","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2026-06-05T06:57:21Z"
"TKT-4700","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-05T08:42:21Z"
"TKT-4701","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-05T10:27:21Z"
"TKT-4702","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2025-08-31T15:57:21Z","2026-06-05T12:12:21Z"
"TKT-4703","Login page crashes on Firefox","Open","Critical","Administrator","","","2026-06-05T13:57:21Z"
"TKT-4704","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-05T15:42:21Z"
"TKT-4705","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-05T17:27:21Z"
"TKT-4706","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2025-09-04T19:57:21Z","2026-06-05T19:12:21Z"
"TKT-4707","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-05T20:57:21Z"
"TKT-4708","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-05T22:42:21Z"
"TKT-4709","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-06T00:27:21Z"
"TKT-4710","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2025-09-07T23:57:21Z","2026-06-06T02:12:21Z"
"TKT-4711","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-06T03:57:21Z"
"TKT-4712","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2026-06-06T05:42:21Z"
"TKT-4713","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2026-06-06T07:27:21Z"
"TKT-4714","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2025-09-12T03:57:21Z","2026-06-06T09:12:21Z"
"TKT-4715","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2026-06-06T10:57:21Z"
"TKT-4716","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-06T12:42:21Z"
"TKT-4717","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-06T14:27:21Z"
"TKT-4718","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2025-09-16T07:57:21Z","2026-06-06T16:12:21Z"
"TKT-4719","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2026-06-06T17:57:21Z"
"TKT-4720","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-06T19:42:21Z"
"TKT-4721","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-06T21:27:21Z"
"TKT-4722","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2025-09-20T11:57:21Z","2026-06-06T23:12:21Z"
"TKT-4723","Login page crashes on iOS 17","Open","Critical","Administrator","","","2026-06-07T00:57:21Z"
"TKT-4724","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-07T02:42:21Z"
"TKT-4725","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-07T04:27:21Z"
"TKT-4726","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2025-09-24T15:57:21Z","2026-06-07T06:12:21Z"
"TKT-4727","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-07T07:57:21Z"
"TKT-4728","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-07T09:42:21Z"
"TKT-4729","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-07T11:27:21Z"
"TKT-4730","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2025-09-28T19:57:21Z","2026-06-07T13:12:21Z"
"TKT-4731","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-07T14:57:21Z"
"TKT-4732","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2026-06-07T16:42:21Z"
"TKT-4733","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2026-06-07T18:27:21Z"
"TKT-4734","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2025-10-01T23:57:21Z","2026-06-07T20:12:21Z"
"TKT-4735","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2026-06-07T21:57:21Z"
"TKT-4736","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-07T23:42:21Z"
"TKT-4737","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-08T01:27:21Z"
"TKT-4738","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2025-10-06T03:57:21Z","2026-06-08T03:12:21Z"
"TKT-4739","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2026-06-08T04:57:21Z"
"TKT-4740","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-08T06:42:21Z"
"TKT-4741","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-08T08:27:21Z"
"TKT-4742","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2025-10-10T07:57:21Z","2026-06-08T10:12:21Z"
"TKT-4743","Login page crashes on Firefox","Open","Critical","Administrator","","","2026-06-08T11:57:21Z"
"TKT-4744","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-08T13:42:21Z"
"TKT-4745","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-08T15:27:21Z"
"TKT-4746","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2025-10-14T11:57:21Z","2026-06-08T17:12:21Z"
"TKT-4747","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-08T18:57:21Z"
"TKT-4748","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-08T20:42:21Z"
"TKT-4749","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-08T22:27:21Z"
"TKT-4750","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2025-10-18T15:57:21Z","2026-06-09T00:12:21Z"
"TKT-4751","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-09T01:57:21Z"
"TKT-4752","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2026-06-09T03:42:21Z"
"TKT-4753","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2026-06-09T05:27:21Z"
"TKT-4754","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2025-10-22T19:57:21Z","2026-06-09T07:12:21Z"
"TKT-4755","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2026-06-09T08:57:21Z"
"TKT-4756","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-09T10:42:21Z"
"TKT-4757","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-09T12:27:21Z"
"TKT-4758","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2025-10-25T23:57:21Z","2026-06-09T14:12:21Z"
"TKT-4759","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2026-06-09T15:57:21Z"
"TKT-4760","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-09T17:42:21Z"
"TKT-4761","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-09T19:27:21Z"
"TKT-4762","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2025-10-30T03:57:21Z","2026-06-09T21:12:21Z"
"TKT-4763","Login page crashes on iOS 17","Open","Critical","Administrator","","","2026-06-09T22:57:21Z"
"TKT-4764","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-10T00:42:21Z"
"TKT-4765","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-10T02:27:21Z"
"TKT-4766","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2025-11-03T07:57:21Z","2026-06-10T04:12:21Z"
"TKT-4767","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-10T05:57:21Z"
"TKT-4768","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-10T07:42:21Z"
"TKT-4769","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-10T09:27:21Z"
"TKT-4770","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2025-11-07T11:57:21Z","2026-06-10T11:12:21Z"
"TKT-4771","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-10T12:57:21Z"
"TKT-4772","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2026-06-10T14:42:21Z"
"TKT-4773","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2026-06-10T16:27:21Z"
"TKT-4774","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2025-11-11T15:57:21Z","2026-06-10T18:12:21Z"
"TKT-4775","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2026-06-10T19:57:21Z"
"TKT-4776","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-10T21:42:21Z"
"TKT-4777","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-10T23:27:21Z"
"TKT-4778","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2025-11-15T19:57:21Z","2026-06-11T01:12:21Z"
"TKT-4779","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2026-06-11T02:57:21Z"
"TKT-4780","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-11T04:42:21Z"
"TKT-4781","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-11T06:27:21Z"
"TKT-4782","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2025-11-18T23:57:21Z","2026-06-11T08:12:21Z"
"TKT-4783","Login page crashes on Firefox","Open","Critical","Administrator","","","2026-06-11T09:57:21Z"
"TKT-4784","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-11T11:42:21Z"
"TKT-4785","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-11T13:27:21Z"
"TKT-4786","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2025-11-23T03:57:21Z","2026-06-11T15:12:21Z"
"TKT-4787","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-11T16:57:21Z"
"TKT-4788","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-11T18:42:21Z"
"TKT-4789","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-11T20:27:21Z"
"TKT-4790","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2025-11-27T07:57:21Z","2026-06-11T22:12:21Z"
"TKT-4791","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-11T23:57:21Z"
"TKT-4792","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2026-06-12T01:42:21Z"
"TKT-4793","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2026-06-12T03:27:21Z"
"TKT-4794","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2025-12-01T11:57:21Z","2026-06-12T05:12:21Z"
"TKT-4795","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2026-06-12T06:57:21Z"
"TKT-4796","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-12T08:42:21Z"
"TKT-4797","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-12T10:27:21Z"
"TKT-4798","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2025-12-05T15:57:21Z","2026-06-12T12:12:21Z"
"TKT-4799","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2026-06-12T13:57:21Z"
"TKT-4800","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-12T15:42:21Z"
"TKT-4801","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-12T17:27:21Z"
"TKT-4802","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2025-12-09T19:57:21Z","2026-06-12T19:12:21Z"
"TKT-4803","Login page crashes on iOS 17","Open","Critical","Administrator","","","2026-06-12T20:57:21Z"
"TKT-4804","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-12T22:42:21Z"
"TKT-4805","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-13T00:27:21Z"
"TKT-4806","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2025-12-12T23:57:21Z","2026-06-13T02:12:21Z"
"TKT-4807","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-13T03:57:21Z"
"TKT-4808","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-13T05:42:21Z"
"TKT-4809","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-13T07:27:21Z"
"TKT-4810","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2025-12-17T03:57:21Z","2026-06-13T09:12:21Z"
"TKT-4811","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-13T10:57:21Z"
"TKT-4812","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2026-06-13T12:42:21Z"
"TKT-4813","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2026-06-13T14:27:21Z"
"TKT-4814","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2025-12-21T07:57:21Z","2026-06-13T16:12:21Z"
"TKT-4815","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2026-06-13T17:57:21Z"
"TKT-4816","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-13T19:42:21Z"
"TKT-4817","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-13T21:27:21Z"
"TKT-4818","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2025-12-25T11:57:21Z","2026-06-13T23:12:21Z"
"TKT-4819","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2026-06-14T00:57:21Z"
"TKT-4820","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-14T02:42:21Z"
"TKT-4821","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-14T04:27:21Z"
"TKT-4822","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2025-12-29T15:57:21Z","2026-06-14T06:12:21Z"
"TKT-4823","Login page crashes on Firefox","Open","Critical","Administrator","","","2026-06-14T07:57:21Z"
"TKT-4824","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-14T09:42:21Z"
"TKT-4825","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-14T11:27:21Z"
"TKT-4826","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2026-01-02T19:57:21Z","2026-06-14T13:12:21Z"
"TKT-4827","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-14T14:57:21Z"
"TKT-4828","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-14T16:42:21Z"
"TKT-4829","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-14T18:27:21Z"
"TKT-4830","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2026-01-05T23:57:21Z","2026-06-14T20:12:21Z"
"TKT-4831","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-14T21:57:21Z"
"TKT-4832","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2026-06-14T23:42:21Z"
"TKT-4833","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2026-06-15T01:27:21Z"
"TKT-4834","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2026-01-10T03:57:21Z","2026-06-15T03:12:21Z"
"TKT-4835","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2026-06-15T04:57:21Z"
"TKT-4836","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-15T06:42:21Z"
"TKT-4837","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-15T08:27:21Z"
"TKT-4838","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2026-01-14T07:57:21Z","2026-06-15T10:12:21Z"
"TKT-4839","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2026-06-15T11:57:21Z"
"TKT-4840","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-15T13:42:21Z"
"TKT-4841","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-15T15:27:21Z"
"TKT-4842","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2026-01-18T11:57:21Z","2026-06-15T17:12:21Z"
"TKT-4843","Login page crashes on iOS 17","Open","Critical","Administrator","","","2026-06-15T18:57:21Z"
"TKT-4844","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2026-06-15T20:42:21Z"
"TKT-4845","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-15T22:27:21Z"
"TKT-4846","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2026-01-22T15:57:21Z","2026-06-16T00:12:21Z"
"TKT-4847","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2026-06-16T01:57:21Z"
"TKT-4848","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2026-06-16T03:42:21Z"
"TKT-4849","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-16T05:27:21Z"
"TKT-4850","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2026-01-26T19:57:21Z","2026-06-16T07:12:21Z"
"TKT-4851","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2026-06-16T08:57:21Z"
"TKT-4852","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2026-06-16T10:42:21Z"
"TKT-4853","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2026-06-16T12:27:21Z"
"TKT-4854","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2026-01-29T23:57:21Z","2026-06-16T14:12:21Z"
"TKT-4855","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2026-06-16T15:57:21Z"
"TKT-4856","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2026-06-16T17:42:21Z"
"TKT-4857","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-16T19:27:21Z"
"TKT-4858","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2026-02-03T03:57:21Z","2026-06-16T21:12:21Z"
"TKT-4859","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2026-06-16T22:57:21Z"
"TKT-4860","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2026-06-17T00:42:21Z"
"TKT-4861","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2026-06-17T02:27:21Z"
